Time_ns,RMSD_Framework_A,RMSD_CDRs_A
9.3020,1.6415,2.0290
9.3040,1.6434,2.0892
9.3060,1.6425,2.1539
9.3080,1.6752,2.1387
9.3100,1.5726,2.0327
9.3120,1.6415,2.1196
9.3140,1.6419,2.0301
9.3160,1.6742,2.1660
9.3180,1.6596,2.1971
9.3200,1.6985,2.1457
9.3220,1.6547,2.1779
9.3240,1.6546,2.1775
9.3260,1.6283,2.1735
9.3280,1.6728,2.1975
9.3300,1.7629,2.2107
9.3320,1.6917,2.2847
9.3340,1.6914,2.2442
9.3360,1.6693,2.3596
9.3380,1.6392,2.0415
9.3400,1.6449,2.0686
9.3420,1.6871,2.1813
9.3440,1.6477,2.1094
9.3460,1.6486,2.1906
9.3480,1.6806,2.2000
9.3500,1.6474,2.1665
9.3520,1.6914,2.1406
9.3540,1.6890,2.1114
9.3560,1.6148,2.0986
9.3580,1.6775,1.9932
9.3600,1.6385,2.2238
9.3620,1.6558,2.2188
9.3640,1.6656,2.1751
9.3660,1.6344,2.1514
9.3680,1.5984,2.1158
9.3700,1.6679,2.1117
9.3720,1.6917,2.1502
9.3740,1.6786,2.2729
9.3760,1.6427,2.3941
9.3780,1.6595,2.3713
9.3800,1.6833,2.1824
9.3820,1.7019,2.2409
9.3840,1.7407,2.2898
9.3860,1.7268,2.4609
9.3880,1.7049,2.4966
9.3900,1.7168,2.2073
9.3920,1.6883,2.2585
9.3940,1.6963,2.2529
9.3960,1.7530,2.2627
9.3980,1.7722,2.3622
9.4000,1.7727,2.3688
9.4020,1.7470,2.3808
9.4040,1.7177,2.2718
9.4060,1.7284,2.2856
9.4080,1.7354,2.2351
9.4100,1.6569,2.2871
9.4120,1.6850,2.2809
9.4140,1.7281,2.2959
9.4160,1.7374,2.1799
9.4180,1.7742,2.1268
9.4200,1.6844,2.3594
9.4220,1.7245,2.2508
9.4240,1.8499,2.2475
9.4260,1.7795,2.1884
9.4280,1.7776,2.1520
9.4300,1.7512,2.2897
9.4320,1.7855,2.2414
9.4340,1.7538,2.2829
9.4360,1.7381,2.2424
9.4380,1.7311,2.2728
9.4400,1.7280,2.3343
9.4420,1.7200,2.2819
9.4440,1.6681,2.3216
9.4460,1.7169,2.2469
9.4480,1.7184,2.3638
9.4500,1.7061,2.3019
9.4520,1.7276,2.2130
9.4540,1.7367,2.1282
9.4560,1.7319,2.2756
9.4580,1.6922,2.2717
9.4600,1.6892,2.1725
9.4620,1.6607,2.2884
9.4640,1.7431,2.0822
9.4660,1.7390,2.1539
9.4680,1.7463,2.3655
9.4700,1.7014,2.2861
9.4720,1.7125,2.3591
9.4740,1.7114,2.3270
9.4760,1.7152,2.3185
9.4780,1.6728,2.3929
9.4800,1.7335,2.3561
9.4820,1.7620,2.3054
9.4840,1.7402,2.3097
9.4860,1.7374,2.3826
9.4880,1.6435,2.2731
9.4900,1.6473,2.3339
9.4920,1.6314,2.2061
9.4940,1.6309,2.2987
9.4960,1.6319,2.2281
9.4980,1.6499,2.2817
9.5000,1.6929,2.2656
9.5020,1.6578,2.2010
9.5040,1.6551,2.1763
9.5060,1.6445,2.2817
9.5080,1.6201,2.3297
9.5100,1.5781,2.3175
9.5120,1.5973,2.2422
9.5140,1.6464,2.1413
9.5160,1.6458,2.2448
9.5180,1.6077,2.2223
9.5200,1.6831,2.2919
9.5220,1.6673,2.2613
9.5240,1.7355,2.2588
9.5260,1.7036,2.1558
9.5280,1.7341,2.1849
9.5300,1.7294,2.1483
9.5320,1.6704,2.1054
9.5340,1.6957,2.0365
9.5360,1.7320,2.1132
9.5380,1.7274,2.1306
9.5400,1.6275,2.1135
9.5420,1.7290,2.1116
9.5440,1.7539,2.2567
9.5460,1.7407,2.1955
9.5480,1.7460,2.2155
9.5500,1.6895,2.1285
9.5520,1.6923,2.2024
9.5540,1.6956,2.1148
9.5560,1.6764,2.2724
9.5580,1.7076,2.2912
9.5600,1.6734,2.1983
9.5620,1.6522,2.2421
9.5640,1.6908,2.2098
9.5660,1.7060,2.1821
9.5680,1.7032,2.2175
9.5700,1.6424,2.3383
9.5720,1.6458,2.2163
9.5740,1.5919,2.3434
9.5760,1.6032,2.3208
9.5780,1.6575,2.2816
9.5800,1.6340,2.2935
9.5820,1.6061,2.2187
9.5840,1.6180,2.2893
9.5860,1.5703,2.1823
9.5880,1.6294,2.2626
9.5900,1.6819,2.2877
9.5920,1.6375,2.3484
9.5940,1.6263,2.5049
9.5960,1.6087,2.4199
9.5980,1.6540,2.3430
9.6000,1.6608,2.3706
9.6020,1.6176,2.3227
9.6040,1.6429,2.3312
9.6060,1.6678,2.3410
9.6080,1.6935,2.3704
9.6100,1.6825,2.5901
9.6120,1.7111,2.4998
9.6140,1.6792,2.5164
9.6160,1.6934,2.4368
9.6180,1.7021,2.5040
9.6200,1.6734,2.3834
9.6220,1.6882,2.3135
9.6240,1.7887,2.2341
9.6260,1.7284,2.4327
9.6280,1.7404,2.4058
9.6300,1.7401,2.3731
9.6320,1.7528,2.3082
9.6340,1.8067,2.3020
9.6360,1.7835,2.3268
9.6380,1.7828,2.2529
9.6400,1.7882,2.2313
9.6420,1.7708,2.3582
9.6440,1.7325,2.2729
9.6460,1.7165,2.2986
9.6480,1.7644,2.3076
9.6500,1.7607,2.2939
9.6520,1.7214,2.3655
9.6540,1.7075,2.3570
9.6560,1.7453,2.2487
9.6580,1.6947,2.2751
9.6600,1.6719,2.1576
9.6620,1.7136,2.2353
9.6640,1.6359,2.2587
9.6660,1.6598,2.3393
9.6680,1.6258,2.3535
9.6700,1.6688,2.3785
9.6720,1.7205,2.4211
9.6740,1.6999,2.2780
9.6760,1.7123,2.2803
9.6780,1.7092,2.3671
9.6800,1.7273,2.3044
9.6820,1.7121,2.3240
9.6840,1.7244,2.3053
9.6860,1.7691,2.2166
9.6880,1.7265,2.3282
9.6900,1.6746,2.2439
9.6920,1.5958,2.1587
9.6940,1.6480,2.3297
9.6960,1.6391,2.3143
9.6980,1.6697,2.4056
9.7000,1.6475,2.3316
9.7020,1.6642,2.3905
9.7040,1.7634,2.2490
9.7060,1.7564,2.3178
9.7080,1.8215,2.3014
9.7100,1.8163,2.3350
9.7120,1.7708,2.2279
9.7140,1.6663,2.4283
9.7160,1.6728,2.4191
9.7180,1.7407,2.3455
9.7200,1.6732,2.2966
9.7220,1.7673,2.2572
9.7240,1.7311,2.2721
9.7260,1.6756,2.3268
9.7280,1.7231,2.3582
9.7300,1.7144,2.3935
9.7320,1.7330,2.3519
9.7340,1.6934,2.2488
9.7360,1.7612,2.3158
9.7380,1.7234,2.2389
9.7400,1.7706,2.3699
9.7420,1.6905,2.4710
9.7440,1.6983,2.3239
9.7460,1.6731,2.3153
9.7480,1.6296,2.3460
9.7500,1.6666,2.3018
9.7520,1.5944,2.3613
9.7540,1.5855,2.2463
9.7560,1.6084,2.3016
9.7580,1.5764,2.2328
9.7600,1.6139,2.1032
9.7620,1.6393,2.2469
9.7640,1.6096,2.3479
9.7660,1.6236,2.2301
9.7680,1.6588,2.1979
9.7700,1.6502,2.2468
9.7720,1.6306,2.2525
9.7740,1.6245,2.2732
9.7760,1.6607,2.3463
9.7780,1.6486,2.3754
9.7800,1.6887,2.4031
9.7820,1.6504,2.4010
9.7840,1.5950,2.3032
9.7860,1.5673,2.3302
9.7880,1.6050,2.3629
9.7900,1.6138,2.2959
9.7920,1.5713,2.4075
9.7940,1.5640,2.4077
9.7960,1.5526,2.2489
9.7980,1.6202,2.2787
9.8000,1.6572,2.2220
9.8020,1.6331,2.3405
9.8040,1.6397,2.2039
9.8060,1.6623,2.2422
9.8080,1.6375,2.1259
9.8100,1.6646,2.2527
9.8120,1.6423,2.2773
9.8140,1.5909,2.2273
9.8160,1.6115,2.2303
9.8180,1.5986,2.2391
9.8200,1.6326,2.2813
9.8220,1.6120,2.2398
9.8240,1.6136,2.3054
9.8260,1.6459,2.1690
9.8280,1.6352,2.1879
9.8300,1.6420,2.1384
9.8320,1.6769,2.1500
9.8340,1.6929,2.1773
9.8360,1.6503,2.2496
9.8380,1.6509,2.2176
9.8400,1.6192,2.3400
9.8420,1.6384,2.2700
9.8440,1.7310,2.1960
9.8460,1.6762,2.1870
9.8480,1.6523,2.2021
9.8500,1.6752,2.2538
9.8520,1.6517,2.2267
9.8540,1.6154,2.1949
9.8560,1.6851,2.1896
9.8580,1.6775,2.1706
9.8600,1.6788,2.1222
9.8620,1.6642,2.1683
9.8640,1.6856,2.2234
9.8660,1.6426,2.1623
9.8680,1.6175,2.2239
9.8700,1.6176,2.2315
9.8720,1.6853,2.3062
9.8740,1.6495,2.1529
9.8760,1.6351,2.1649
9.8780,1.6622,2.2097
9.8800,1.6386,2.2972
9.8820,1.6261,2.2043
9.8840,1.6481,2.2433
9.8860,1.6190,2.2013
9.8880,1.6794,2.3197
9.8900,1.6421,2.2346
9.8920,1.6260,2.1153
9.8940,1.6002,2.2460
9.8960,1.6176,2.2237
9.8980,1.6170,2.2428
9.9000,1.6057,2.2646
9.9020,1.6007,2.1453
9.9040,1.6021,2.2067
9.9060,1.5741,2.1630
9.9080,1.5630,2.2284
9.9100,1.5795,2.2410
9.9120,1.5499,2.2587
9.9140,1.5354,2.1871
9.9160,1.4991,2.2426
9.9180,1.5538,2.2337
9.9200,1.5111,2.1891
9.9220,1.5226,2.2122
9.9240,1.5312,2.1781
9.9260,1.5379,2.2461
9.9280,1.5819,2.2044
9.9300,1.5567,2.1758
9.9320,1.5140,2.1567
9.9340,1.5091,2.1507
9.9360,1.4967,2.2404
9.9380,1.5144,2.2396
9.9400,1.5083,2.1236
9.9420,1.5160,2.2271
9.9440,1.5148,2.1718
9.9460,1.4874,2.2510
9.9480,1.5123,2.2605
9.9500,1.5137,2.1100
9.9520,1.5472,2.1252
9.9540,1.5672,2.1542
9.9560,1.5198,2.1225
9.9580,1.5425,2.1287
9.9600,1.5240,2.2270
9.9620,1.5337,2.1423
9.9640,1.5856,2.2682
9.9660,1.5772,2.3378
9.9680,1.5594,2.2432
9.9700,1.6166,2.3128
9.9720,1.5444,2.1911
9.9740,1.5758,2.2707
9.9760,1.5422,2.2862
9.9780,1.5065,2.2263
9.9800,1.5148,2.2671
9.9820,1.5331,2.3181
9.9840,1.5373,2.2842
9.9860,1.5816,2.1852
9.9880,1.5301,2.2542
9.9900,1.5115,2.3016
9.9920,1.5684,2.2947
9.9940,1.5430,2.2030
9.9960,1.5467,2.3194
9.9980,1.5358,2.2220
